==7794== NVPROF is profiling process 7794, command: python3 deploy3.py
==7794== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==7794== Profiling application: python3 deploy3.py
==7794== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
51.1161s  2.0310us              (1 1 1)      (1024 1 1)        12        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<__int64 const , __int64 const >, Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorMap<Eigen::Tensor<__int64 const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(__int64, int=1) [14452]
51.1161s  3.8540us                    -               -         -         -         -  24.500KB  6.0625GB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
51.1164s  6.1980us              (2 1 1)      (1024 1 1)        10        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<float, Eigen::TensorMap<Eigen::Tensor<unsigned char const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1) [14483]
51.1165s  4.4790us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [14484]
51.1169s  285.42us             (50 1 1)       (512 1 1)        37        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::cnn::im2col4d_kernel<float, long>(cudnn::cnn::im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, cudnnTensor4dStruct*) [14487]
51.1172s  886.88us            (784 1 1)         (8 8 1)        59  2.2500KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void explicit_convolve_sgemm<float, int, int=1024, int=5, int=5, int=3, int=3, int=3, int=0, bool=0>(int, int, int, float const *, int, float const *, int, float*, kernel_conv_params, __int64, int, __int64, int, float, float, int, float const *, float const *) [14489]
51.1181s  764.12us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [14491]
51.1188s  355.94us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [14492]
51.1192s  414.06us             (2 8 32)       (196 1 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [14494]
51.1196s  38.698us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [14496]
51.1197s  1.0702ms             (4 32 1)       (936 1 1)        32  47.531KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [14499]
51.1207s  74.167us             (1 32 1)       (64 13 1)        32  16.250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [14500]
51.1208s  569.12us            (1 1 169)       (256 1 1)        50  16.000KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  maxwell_sgemm_128x32_nn [14502]
51.1214s  1.1793ms             (4 32 1)       (936 1 1)        31  32.906KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [14504]
51.1226s  210.63us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [14506]
51.1228s  98.803us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [14507]
51.1229s  121.82us             (1 4 32)        (98 2 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [14509]
51.1230s  49.740us             (64 1 1)       (256 1 1)        32  4.1250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>(unsigned int const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>*) [14511]
51.1231s  660.37us              (4 8 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN_vec [14512]
51.1237s  25.625us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [14514]
51.1238s  8.0210us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [14515]
51.1238s  29.636us              (1 1 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN [14516]
51.1238s  1.6150us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [14518]
51.1238s  2.9170us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>(float const *, float*, int, int, cub::Max, std::iterator_traits<tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>>::value_type) [14519]
51.1238s  4.3230us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>(float, float, int, int, float, std::iterator_traits<tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>>::value_type) [14520]
51.1238s  9.0620us              (1 1 1)       (128 1 1)        32        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>(float const *, float const *, float const , tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>*, int, int, bool) [14521]
51.1238s  2.1880us              (1 1 1)      (1024 1 1)        12        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<__int64 const , __int64 const >, Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorMap<Eigen::Tensor<__int64 const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(__int64, int=1) [14522]
51.1238s  3.9070us                    -               -         -         -         -  24.500KB  5.9803GB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
51.1241s  6.3020us              (2 1 1)      (1024 1 1)        10        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<float, Eigen::TensorMap<Eigen::Tensor<unsigned char const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1) [14544]
51.1243s  4.3220us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [14545]
51.1248s  286.41us             (50 1 1)       (512 1 1)        37        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::cnn::im2col4d_kernel<float, long>(cudnn::cnn::im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, cudnnTensor4dStruct*) [14548]
51.1250s  900.37us            (784 1 1)         (8 8 1)        59  2.2500KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void explicit_convolve_sgemm<float, int, int=1024, int=5, int=5, int=3, int=3, int=3, int=0, bool=0>(int, int, int, float const *, int, float const *, int, float*, kernel_conv_params, __int64, int, __int64, int, float, float, int, float const *, float const *) [14550]
51.1260s  763.86us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [14552]
51.1267s  360.37us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [14553]
51.1271s  418.91us             (2 8 32)       (196 1 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [14555]
51.1275s  38.750us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [14557]
51.1275s  1.0718ms             (4 32 1)       (936 1 1)        32  47.531KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [14560]
51.1286s  72.396us             (1 32 1)       (64 13 1)        32  16.250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [14561]
51.1287s  568.08us            (1 1 169)       (256 1 1)        50  16.000KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  maxwell_sgemm_128x32_nn [14563]
51.1293s  1.1771ms             (4 32 1)       (936 1 1)        31  32.906KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [14565]
51.1304s  201.62us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [14567]
51.1306s  89.896us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [14568]
51.1307s  121.72us             (1 4 32)        (98 2 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [14570]
51.1309s  49.896us             (64 1 1)       (256 1 1)        32  4.1250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>(unsigned int const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>*) [14572]
51.1309s  693.39us              (4 8 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN_vec [14573]
51.1316s  24.115us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [14575]
51.1316s  7.9690us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [14576]
51.1317s  30.000us              (1 1 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN [14577]
51.1317s  1.7710us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [14579]
51.1317s  3.0730us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>(float const *, float*, int, int, cub::Max, std::iterator_traits<tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>>::value_type) [14580]
51.1317s  4.4790us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>(float, float, int, int, float, std::iterator_traits<tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>>::value_type) [14581]
51.1317s  9.7910us              (1 1 1)       (128 1 1)        32        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>(float const *, float const *, float const , tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>*, int, int, bool) [14582]
51.1317s  2.0830us              (1 1 1)      (1024 1 1)        12        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<__int64 const , __int64 const >, Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorMap<Eigen::Tensor<__int64 const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(__int64, int=1) [14583]
51.1317s  3.9580us                    -               -         -         -         -  24.500KB  5.9032GB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
51.1320s  6.3540us              (2 1 1)      (1024 1 1)        10        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<float, Eigen::TensorMap<Eigen::Tensor<unsigned char const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1) [14616]
51.1322s  4.3750us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [14617]
51.1326s  286.56us             (50 1 1)       (512 1 1)        37        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::cnn::im2col4d_kernel<float, long>(cudnn::cnn::im2col4d_params, cudnnConvolutionStruct, cudnnTensor4dStruct, float const *, cudnnTensor4dStruct*) [14620]
51.1329s  893.18us            (784 1 1)         (8 8 1)        59  2.2500KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void explicit_convolve_sgemm<float, int, int=1024, int=5, int=5, int=3, int=3, int=3, int=0, bool=0>(int, int, int, float const *, int, float const *, int, float*, kernel_conv_params, __int64, int, __int64, int, float, float, int, float const *, float const *) [14622]
51.1338s  757.03us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [14624]
51.1345s  360.26us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [14625]
51.1349s  413.23us             (2 8 32)       (196 1 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [14627]
51.1353s  38.229us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [14629]
51.1354s  1.0726ms             (4 32 1)       (936 1 1)        32  47.531KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [14632]
51.1364s  74.011us             (1 32 1)       (64 13 1)        32  16.250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [14633]
51.1365s  567.14us            (1 1 169)       (256 1 1)        50  16.000KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  maxwell_sgemm_128x32_nn [14635]
51.1371s  1.1817ms             (4 32 1)       (936 1 1)        31  32.906KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [14637]
51.1383s  204.38us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [14639]
51.1385s  94.167us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [14640]
51.1386s  122.14us             (1 4 32)        (98 2 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [14642]
51.1387s  50.261us             (64 1 1)       (256 1 1)        32  4.1250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>(unsigned int const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>*) [14644]
51.1388s  688.08us              (4 8 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN_vec [14645]
