==8245== NVPROF is profiling process 8245, command: python3 deploy3.py
==8245== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==8245== Profiling application: python3 deploy3.py
==8245== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
38.0771s  49.636us             (64 1 1)       (256 1 1)        32  4.1250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>(unsigned int const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>*) [11502]
38.0772s  693.28us              (4 8 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN_vec [11503]
38.0779s  25.574us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [11505]
38.0779s  8.0210us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11506]
38.0779s  31.094us              (1 1 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN [11507]
38.0780s  1.7190us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [11509]
38.0780s  3.0200us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>(float const *, float*, int, int, cub::Max, std::iterator_traits<tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>>::value_type) [11510]
38.0780s  3.7500us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>(float, float, int, int, float, std::iterator_traits<tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>>::value_type) [11511]
38.0780s  9.8430us              (1 1 1)       (128 1 1)        32        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>(float const *, float const *, float const , tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>*, int, int, bool) [11512]
38.0780s  2.3440us              (1 1 1)      (1024 1 1)        12        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<__int64 const , __int64 const >, Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorMap<Eigen::Tensor<__int64 const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(__int64, int=1) [11513]
38.0780s  3.8540us                    -               -         -         -         -  24.500KB  6.0625GB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
38.0783s  6.6670us              (2 1 1)      (1024 1 1)        10        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<float, Eigen::TensorMap<Eigen::Tensor<unsigned char const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11532]
38.0785s  4.5310us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [11533]
38.0789s  908.70us            (784 1 1)         (8 8 1)        71  2.2500KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void implicit_convolve_sgemm<float, float, int=128, int=5, int=5, int=3, int=3, int=3, int=1, bool=0, bool=1, bool=1>(int, int, int, float const *, int, float*, float const *, kernel_conv_params, __int64, int, float, float, int, float const *, float const *, int, int) [11536]
38.0798s  761.83us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [11538]
38.0806s  348.96us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11539]
38.0809s  416.98us             (2 8 32)       (196 1 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [11541]
38.0814s  40.365us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [11543]
38.0814s  1.0707ms             (4 32 1)       (936 1 1)        32  47.531KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [11546]
38.0825s  73.646us             (1 32 1)       (64 13 1)        32  16.250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [11547]
38.0825s  563.80us            (1 1 169)       (256 1 1)        50  16.000KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  maxwell_sgemm_128x32_nn [11549]
38.0831s  1.1903ms             (4 32 1)       (936 1 1)        31  32.906KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [11551]
38.0843s  204.12us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [11553]
38.0845s  90.781us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11554]
38.0846s  119.90us             (1 4 32)        (98 2 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [11556]
38.0847s  49.531us             (64 1 1)       (256 1 1)        32  4.1250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>(unsigned int const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>*) [11558]
38.0848s  673.80us              (4 8 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN_vec [11559]
38.0855s  25.260us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [11561]
38.0855s  8.1250us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11562]
38.0855s  30.365us              (1 1 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN [11563]
38.0855s  1.7190us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [11565]
38.0855s  2.9170us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>(float const *, float*, int, int, cub::Max, std::iterator_traits<tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>>::value_type) [11566]
38.0856s  3.8020us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>(float, float, int, int, float, std::iterator_traits<tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>>::value_type) [11567]
38.0856s  9.2190us              (1 1 1)       (128 1 1)        32        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>(float const *, float const *, float const , tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>*, int, int, bool) [11568]
38.0856s  2.2390us              (1 1 1)      (1024 1 1)        12        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<__int64 const , __int64 const >, Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorMap<Eigen::Tensor<__int64 const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(__int64, int=1) [11569]
38.0856s  3.9590us                    -               -         -         -         -  24.500KB  5.9017GB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
38.0859s  6.4580us              (2 1 1)      (1024 1 1)        10        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<float, Eigen::TensorMap<Eigen::Tensor<unsigned char const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11598]
38.0861s  4.3750us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [11599]
38.0865s  911.36us            (784 1 1)         (8 8 1)        71  2.2500KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void implicit_convolve_sgemm<float, float, int=128, int=5, int=5, int=3, int=3, int=3, int=1, bool=0, bool=1, bool=1>(int, int, int, float const *, int, float*, float const *, kernel_conv_params, __int64, int, float, float, int, float const *, float const *, int, int) [11602]
38.0874s  759.33us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [11604]
38.0882s  345.37us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11605]
38.0885s  416.82us             (2 8 32)       (196 1 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [11607]
38.0889s  40.208us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [11609]
38.0890s  1.0738ms             (4 32 1)       (936 1 1)        32  47.531KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [11612]
38.0901s  73.021us             (1 32 1)       (64 13 1)        32  16.250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardFilter9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<float, float>) [11613]
38.0901s  564.64us            (1 1 169)       (256 1 1)        50  16.000KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  maxwell_sgemm_128x32_nn [11615]
38.0907s  1.1943ms             (4 32 1)       (936 1 1)        31  32.906KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardOutput9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<float, float>) [11617]
38.0919s  207.71us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [11619]
38.0921s  89.531us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11620]
38.0922s  120.68us             (1 4 32)        (98 2 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [11622]
38.0923s  49.167us             (64 1 1)       (256 1 1)        32  4.1250KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>(unsigned int const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::SwapDimension1And2InTensor3UsingTiles<unsigned int, int=256, int=32, int=32, bool=0>*) [11624]
38.0924s  705.00us              (4 8 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN_vec [11625]
38.0931s  25.573us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [11627]
38.0931s  8.2810us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11628]
38.0931s  29.688us              (1 1 1)       (128 1 1)       153  16.516KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  sgemm_32x32x32_NN [11629]
38.0932s  1.7180us              (1 1 1)      (1024 1 1)        13        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNHWCKernel<float>(int, float const *, float const , tensorflow::BiasNHWCKernel<float>*, int) [11631]
38.0932s  2.6570us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>(float const *, float*, int, int, cub::Max, std::iterator_traits<tensorflow::functor::RowReduceKernel<float const *, float*, cub::Max>>::value_type) [11632]
38.0932s  3.6980us              (8 1 1)       (128 1 1)        28        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>(float, float, int, int, float, std::iterator_traits<tensorflow::functor::RowReduceKernel<cub::TransformInputIterator<float, tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::SubtractAndExpFunctor<float, float>, cub::CountingInputIterator<int, long>, long>, float*, cub::Sum>>::value_type) [11633]
38.0932s  9.6350us              (1 1 1)       (128 1 1)        32        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>(float const *, float const *, float const , tensorflow::_GLOBAL__N__63_tmpxft_00007510_00000000_8_softmax_op_gpu_cu_compute_72_cpp1_ii_148d86c2::GenerateNormalizedProb<float, float, int=4>*, int, int, bool) [11634]
38.0932s  2.2400us              (1 1 1)      (1024 1 1)        12        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<__int64 const , __int64 const >, Eigen::TensorMap<Eigen::Tensor<__int64, int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorMap<Eigen::Tensor<__int64 const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(__int64, int=1) [11635]
38.0932s  3.9590us                    -               -         -         -         -  24.500KB  5.9017GB/s    Pageable      Device  NVIDIA Tegra X1         1        21  [CUDA memcpy HtoD]
38.0935s  6.5630us              (2 1 1)      (1024 1 1)        10        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorConversionOp<float, Eigen::TensorMap<Eigen::Tensor<unsigned char const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11661]
38.0936s  4.3750us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [11662]
38.0940s  908.65us            (784 1 1)         (8 8 1)        71  2.2500KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void implicit_convolve_sgemm<float, float, int=128, int=5, int=5, int=3, int=3, int=3, int=1, bool=0, bool=1, bool=1>(int, int, int, float const *, int, float*, float const *, kernel_conv_params, __int64, int, float, float, int, float const *, float const *, int, int) [11665]
38.0949s  760.47us              (1 1 1)      (1024 1 1)        14        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::BiasNCHWKernel<float>(int, float const *, float const , tensorflow::BiasNCHWKernel<float>*, int, int) [11667]
38.0957s  350.52us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, long>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_max_op<float const , float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const , Eigen::TensorCwiseNullaryOp<Eigen::internal::scalar_constant_op<float const >, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const > const , Eigen::GpuDevice>, long>(float, int=1) [11668]
38.0960s  413.54us             (2 8 32)       (196 1 1)        40        0B  3.0625KB         -           -           -           -  NVIDIA Tegra X1         1        20  void pooling_fw_4d_kernel<float, float, cudnn::maxpooling_func<float, cudnnNanPropagation_t=0>, int=0, bool=0>(cudnnTensorStruct, float const *, cudnnTensorStruct, float*, cudnnPoolingStruct, float, float, int, cudnn::reduced_divisor, cudnn::reduced_divisor) [11670]
38.0964s  40.416us              (1 1 1)      (1024 1 1)        17        0B        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>(int, float const *, tensorflow::functor::Dimension<int=3>, tensorflow::functor::ShuffleInTensor3Simple<float, int=2, int=1, int=0, bool=0>*) [11672]
38.0965s  1.0731ms             (4 32 1)       (936 1 1)        32  47.531KB        0B         -           -           -           -  NVIDIA Tegra X1         1        20  void cudnn::winograd_nonfused::winogradForwardData9x9_5x5<float, float>(cudnn::winograd_nonfused::WinogradDataParams<float, float>) [11675]
